word,weight
permufakatan,3
permukiman,3
permulaan,3
pernik,3
perolehan,3
peronda,3
persediaan,3
perseptif,3
perserikatan,3
pertemuan,3
pertiwi,3
pertumpahan,3
perusahaan,3
perut,3
pesat,3
pinisepuh,3
pinky,3
pionir,3
plong,3
pokok,3
pola,3
polemik,3
pose,3
potensi,3
prakiraan,3
prasarana,3
prasetia,3
prayojana,3
prediksi,3
preferensi,3
prei,3
preinan,3
presiden,3
primitif,3
probabilitas,3
produk,3
promo,3
promote,3
prospek,3
protektor,3
proyeksi,3
puas,3
pukal,3
pulut,3
punya,3
purna,3
purusa,3
pusat,3
puspita,3
putus,3
putusan,3
qadim,3
quran,3
radikalis,3
radu,3
rafi,3
rahasia,3
rais,3
rakitan,3
rama,3
ramai,3
ramaikan,3
ramanda,3
rampuh,3
rampung,3
rapi,3
rawat,3
reaksioner,3
refleks,3
refleksi,3
rekaan,3
reksa,3
relasi,3
religiositas,3
rembuk,3
rembukan,3
reparasi,3
resam,3
resap,3
resep,3
resolusi,3
respons,3
revolusioner,3
rezeki,3
riah,3
riang,3
rias,3
riasan,3
ricuh,3
rilis,3
rimba,3
ruji,3
rumah,3
rumput,3
runtut,3
rupa,3
sadu,3
sahabatku,3
sahabatnya,3
sains,3
salin,3
sama,3
samad,3
sambut,3
sambutan,3
sami,3
samseng,3
samun,3
sandaran,3
sangat,3
sangka,3
sangkut-paut,3
sani,3
santiran,3
santunan,3
sarap,3
satu,3
sauk,3
sawala,3
sayang,3
sayid,3
sebab,3
sebanding,3
sebandung,3
sebukan,3
secepatnya,3
sedeng,3
sederhana,3
seemak,3
segeh,3
segera,3
seia,3
seibu,3
seindah,3
sejadah,3
sejati,3
sekah,3
sekali-kali,3
sekam,3
sekata,3
sekolah,3
selaras,3
selawat,3
selayaknya,3
selenggara,3
selera,3
selesa,3
seloroh,3
semak-semak,3
semarak,3
sempurna,3
semu,3
senyumin,3
senyumnya,3
sepada,3
sepatu,3
serbasama,3
serbaserbi,3
seremeh,3
serempak,3
serentak,3
sering,3
sero,3
serta-merta,3
servis,3
sesuai,3
sharing,3
silah,3
silahkan,3
silang pendapat,3
simak,3
simetris,3
simpanan,3
simpatisan,3
simpel,3
simple,3
simpleks,3
simplistis,3
simpuh,3
simpul,3
singkap,3
single,3
singsing,3
sinkronisasi,3
sintal,3
sintetis,3
siswa,3
siuman,3
sohib,3
sokong,3
soleha,3
solusi,3
solusinya,3
sosialistis,3
sparing,3
spesialisasi,3
spesifikasi,3
spontan,3
sportif,3
stabil,3
stamina,3
stop,3
struktur,3
sublim,3
sudah,3
suka,3
suka-suka,3
sukat,3
sukses,3
sumpah,3
super,3
suporter,3
surat tanah,3
susah hati,3
susuk,3
sweet,3
syarikat,3
syg,3
syukuri,3
taat,3
tabe,3
tabung,3
tabung bambu,3
tabungan,3
tajali,3
takar,3
takrif,3
taksir,3
takyin,3
takzim,3
tambah,3
tanganan,3
tanggap,3
tanggapan,3
tangkisan,3
tangkul,3
tangsel,3
tanya jawab,3
taraf,3
tarik hati,3
taruh hati,3
taruhan,3
tata,3
tata tertib,3
tawakal,3
tawarikh,3
tayang,3
tebak,3
tedas,3
tegap,3
teguh batin,3
teguh hati,3
teguran,3
tela,3
tembus,3
tempo-tempo,3
tempoh,3
tenaga,3
tenaga kerja,3
tengkuluk,3
teoretis,3
tepercaya,3
terala,3
terang akal,3
teranggar-anggar,3
teratas,3
terbalik akal,3
terbangun,3
terbatas,3
terbayan,3
terbayang,3
terbayang-bayang,3
terbelenggu,3
terbiasa,3
terbit selera,3
terbuka,3
terbukti,3
tercapai,3
tercermin,3
tergantung,3
tergila-gila,3
terhalang,3
terikat,3
terjadi,3
terjadinya,3
terjajah,3
terjemahan,3
terka,3
terkadang,3
terkadang-kadang,3
terkapah-kapah,3
terkilan,3
terkini,3
terkoneksi,3
terlibat,3
terlukis,3
termulia,3
terperinci,3
tersadar,3
terselenggaranya,3
tersengal-sengal,3
tertata,3
tertinggi,3
testimoni,3
tetap,3
tetap hati,3
thanks,3
tiang pancang,3
tiara,3
tidur,3
tikar,3
tindakan,3
tinggi,3
tiris,3
tiruan,3
titip api,3
tlg,3
tokok,3
tolong,3
traktat,3
transendental,3
transparan,3
trendi,3
tuhan,3
tuju,3
tukar cincin,3
tukar pikir,3
tukar pikiran,3
tulen,3
tunai,3
tunang,3
tunas,3
tunggak,3
tunjang,3
tuntun,3
tutuk,3
tutur,3
ugahari,3
ugal-ugalan,3
ukur,3
ulama,3
ulasan,3
uluran,3
umat,3
unda,3
ungkap,3
untung,3
uraian,3
usai,3
ustadz,3
ustazah,3
vak,3
vakansi,3
varia,3
ventura,3
vila,3
vista,3
vitalitas,3
voucher,3
wadak,3
waduh,3
wah,3
wajar,3
wantah,3
waris,3
warisan,3
warok,3
waspada,3
watak,3
wawancara,3
widyaiswara,3
wiladah,3
wisma,3
wkwkwk,3
yakin,3
yasalamualaika,3
yes,3
zaim,3
aamiin,2
aba,2
abi,2
adaptasi,2
adi,2
afeksi,2
afiliasi,2
akar,2
akas,2
akses,2
aksi,2
aktif,2
aktivasi,2
aku,2
alaikum,2
alam,2
alamiah,2
alim,2
amor,2
ana,2
andai,2
andini,2
anekdot,2
antipati,2
antusias,2
anut,2
arabika,2
arak,2
arsitektur,2
artis,2
asah asih asuh,2
asket,2
asketisme,2
asli,2
asmara,2
atensi,2
awal,2
aziz,2
baby,2
bagi,2
baginda,2
bagus,2
bagusan,2
bahas,2
baiklah,2
baju,2
baksis,2
bangan,2
bangkit,2
bangsawan,2
bara,2
baring,2
batu,2
bayang,2
bebodoran,2
belanja,2
belas,2
beli,2
benar,2
benar-benar,2
berakar,2
beranak-pinak,2
berbagi,2
berbobot,2
berbuah,2
berdenyut,2
beredar,2
bergelanggang,2
bergelora,2
berhajat,2
berhikmah,2
beri,2
beriktikad,2
berkeluarga,2
berkenan,2
berketurunan,2
berkukuh,2
berlangganan,2
berlezat,2
bermaslahat,2
bermohon diri,2
bermukim,2
bernas,2
bernilai,2
bernyanyi,2
berperan serta,2
bersahabat,2
berserah,2
bersila,2
bertanding,2
bertanya,2
bertemu,2
berumah tangga,2
berwujud,2
beterbangan,2
better,2
betul,2
biasa,2
bincang,2
bobot,2
boleh,2
bombastis,2
booking,2
borong,2
buah,2
bunyi,2
busana,2
cadang,2
cadangan,2
cakap,2
candang,2
cantik,2
care,2
cash,2
cawis,2
cedayam,2
cegah,2
cekat,2
cekatan,2
cepet,2
cercah,2
cerdik,2
cerita,2
cerita anak,2
ceritanya,2
challenge,2
cintrong,2
citra,2
coba,2
coffee,2
colok,2
cool,2
coret,2
coretan,2
couple,2
cuat,2
curhat,2
dahsyat,2
dahulu,2
dapat,2
dapatkan,2
dapet,2
dateng,2
dear,2
debar,2
definit,2
dendang,2
dengar,2
denyut,2
deras,2
detail,2
dewasa,2
dibalas,2
dibantu,2
dicoba,2
diem,2
dikasih,2
dikirim,2
dipantau,2
diskon,2
diterima,2
ditunggu,2
diva,2
doain,2
dogmatis,2
drum,2
duluan,2
edar,2
erti,2
esai,2
familiar,2
fans,2
fantasy,2
fasilitas,2
fiksi,2
filantropi,2
filial,2
fondasi,2
formal,2
forum,2
gambar,2
game,2
garis besar,2
gede,2
gedembal,2
gegap,2
gelak,2
gelanggang,2
gelar,2
gelebah,2
gelora,2
geming,2
genah,2
gepok,2
getol,2
gila-gilaan,2
gita,2
goda,2
gombal,2
gratifikasi,2
gugah,2
guruh,2
gws,2
hadir,2
harmonisasiuniv,2
hasad,2
hati,2
hati-hati,2
hatiku,2
hello,2
hellooo,2
help,2
herbal,2
hidang,2
hidup,2
hikmah,2
hingar,2
homogen,2
hujan ringan,2
ijab,2
iktikad,2
imbang,2
import,2
inap,2
indikasi,2
informasi,2
informasinya,2
ingat,2
insaf,2
insyaallah,2
intensif,2
interferensi,2
intim,2
invitasi,2
irit,2
isi,2
jaga,2
jalan bebas hambat,2
jalan bebas hambatan,2
jalanin,2
jali,2
jamil,2
jeraus,2
judul,2
jumat,2
juta,2
kabar,2
kado,2
kam,2
karena Allah,2
kasih,2
kaya,2
keaktifan,2
kebangkitan,2
kebanyakan,2
kebolehan,2
kecakapan,2
kecantikan,2
kediaman,2
kedot,2
kekayaan,2
keliatan,2
kemiripan,2
kenan,2
kepo,2
kepoin,2
keprihatinan,2
keras tulang,2
kerasan,2
kerinduan,2
keringanan,2
kerja,2
kerjaan,2
kesah,2
kesatria,2
kesertaan,2
kesudian,2
khayal,2
kira,2
kirim,2
kitab,2
komunikasi,2
komunitas,2
koneksi,2
konferensi,2
konstelasi,2
kontak,2
koordinator,2
kualifikasi,2
kuat,2
kuat (dugaan),2
kuat duga,2
kubra,2
kucup,2
kukuh,2
lafal,2
lagak,2
lagu,2
lambung,2
langgam,2
langgan,2
lanjut,2
lapor,2
laporkan,2
layan,2
lekas,2
lenggang,2
lengkap,2
lewat,2
liat,2
lihai,2
lingsir,2
lipur,2
losmen,2
lotre,2
luang,2
lukis,2
lukisan,2
lunas (kapal,2
lunas kapal,2
luruh,2
maaf,2
main,2
makin,2
maklumat,2
malu,2
mamak,2
mampir,2
mampu,2
mancing,2
masak,2
masif,2
mata cahari,2
mata pencaharian,2
matahari,2
maujud,2
medium,2
melafalkan,2
melambungkan,2
melek,2
meluas,2
memasuki,2
membara,2
membatu,2
membayangkan,2
membeli,2
memberi,2
membiasakan,2
membunyikan,2
memfasilitasi,2
memikat,2
memperkirakan,2
memudar,2
menafsirkan,2
menayangkan,2
mencolok,2
mendahului,2
mending,2
menegarkan,2
menegur,2
menelaah,2
menemukan,2
mengasihi,2
mengawal,2
mengerti,2
mengesahkan,2
menghidangkan,2
mengingat-ingat,2
mengirat,2
mengisi,2
mengorak senyum,2
mengucup,2
meniti,2
mentab,2
menung,2
menyadari,2
menyala,2
menyanjung-sanjung,2
menyediakan,2
menyuplai,2
merasuk,2
merekam,2
meringankan,2
mesem,2
mikat,2
mikir,2
mimpi,2
mimpian,2
minta,2
mitra,2
mksh,2
modal,2
modifikasi,2
mohon,2
mohon diri,2
mojang,2
mood,2
muji,2
mukim,2
mulu,2
mumpung,2
musik,2
musyawarah,2
nabi,2
nada,2
nasi,2
negosiasi,2
nekat,2
nemenin,2
ngaku,2
ngalah,2
ngurusin,2
nikah,2
nila,2
novel,2
nyala,2
nyanyian,2
oke,2
okeey,2
orak senyum,2
orang islam,2
otak encer,2
pacar,2
pacarnya,2
page,2
pahala,2
pamit,2
panjang,2
panjang tungkai,2
pantas mulut,2
pantau,2
panti,2
para,2
para-para,2
parsel,2
pasar uang,2
pasuk,2
patroli,2
patut,2
payu,2
peka,2
pelajaran,2
pelancar,2
pelengkap,2
pelipuran,2
pemandangan,2
pembeli,2
pemberian,2
pemuda,2
pemudaan,2
penambahan,2
penanggulangan,2
pencegah,2
pencitraan,2
pendapatan,2
penerangan,2
penerima,2
pengakuan,2
pengalaman,2
pengaman,2
penghidupan,2
penginapan,2
penunggu dunia,2
penyambut,2
penyelesaian,2
peranakan,2
perata,2
perataan,2
perbincangan,2
percaya,2
peria,2
perilaku,2
peristiwa,2
perkembangan,2
perlu,2
permenungan,2
perpanjangan,2
persamaan,2
persangkutan,2
persen,2
persenan,2
persiapan,2
pesan,2
pesanggrahan,2
pingin,2
plus,2
poin,2
portofolio,2
prajurit,2
premium,2
prihatin,2
produktif,2
prosa,2
pseudonim,2
publikasi,2
pudar,2
pukau,2
pundi,2
pundi-pundi,2
purnama,2
queen,2
rahim,2
raih,2
raihan,2
rame,2
rangkap,2
rasuk,2
ratna,2
ratu,2
reaksi,2
real,2
rebah,2
refresh,2
rekam,2
relevansi,2
rencana,2
renjana,2
reply,2
reputasi,2
reseptor,2
resmi,2
respon,2
rida,2
rindu,2
ringan,2
ringan kepala,2
rintis,2
rintisan,2
rohaniah,2
ronda,2
rumah tangga,2
rute,2
sadar,2
sahaja,2
sajak,2
saksama,2
saldo,2
sambang,2
sampai,2
sanggup,2
sangkut,2
sanjung,2
santai,2
saran,2
sastra,2
sedia,2
segenap,2
selesai,2
selfie,2
selidik,2
semakin,2
semboyan,2
semerbak,2
semi,2
sensibel,2
senyum,2
sepantasnya,2
sepatutnya,2
serah,2
serep,2
serta,2
seruh,2
serunda,2
serundai,2
setara,2
setimpal,2
sewajarnya,2
shiawase,2
show,2
signifikansi,2
sikap,2
silir-semilir,2
simbok,2
simpatik,2
siph,2
sir,2
sir-siran,2
sketsa,2
snapback,2
sob,2
solo,2
sponsor,2
sporadis,2
sreg,2
standardisasi,2
suara,2
subur,2
sudi,2
sugesti,2
suguh,2
sukacita,2
sumbu,2
sungguh-sungguh,2
suplai,2
surat takdir,2
suratan takdir,2
surau,2
swagriya,2
tafsir,2
tajam mata,2
tak segan,2
talen,2
tanda mata,2
tanding,2
tanggulang,2
tangkas,2
tanya,2
tapa,2
tara,2
tarekat,2
tarik,2
taut,2
tayib,2
tayibah,2
teduh,2
tegar,2
teguk,2
tegur,2
telaah,2
temu,2
tengah,2
tengkurap,2
tengok,2
tentangan,2
terang,2
terbaring,2
terencana,2
tergambar,2
terima,2
terjaga,2
terluang,2
terpukau,2
tersampai,2
tersuguh,2
tertarik,2
tertulang,2
tidak segan,2
timpal,2
titi,2
transparansi,2
tresna,2
tulang,2
tumpuan,2
tunggu dunia,2
tuntas,2
uang lelah,2
uang rokok,2
undang,2
unek-unek,2
upa,2
usul,2
utopia,2
visi,2
waras,2
wedel,2
wewenang,2
wujud,2
yank,2
zuhud,2
(hujan) gerimis,1
abis,1
adek,1
aduh,1
ahli agama,1
aib,1
aja,1
ajak,1
ajakan,1
ajar,1
akibat,1
aliansi,1
alot,1
ampun,1
amuk,1
angguk,1
angkut,1
angsur,1
antologi,1
apatis,1
arah,1
arti,1
arung,1
ayahanda,1
ayun,1
azimat,1
bahasan,1
baiknya,1
bajing,1
bakar,1
baku,1
balas,1
banget,1
banting,1
baper,1
bau tanah,1
bawa,1
bayar,1
becus,1
belom,1
bentang,1
bentur,1
bepergian,1
beranda,1
berarti,1
berdua,1
bergema,1
bergeming,1
bergetar,1
berimbuh,1
berjaga-jaga,1
berjatuhan,1
berkat,1
berlebih,1
berlimpah,1
beroperasi,1
berpandangan,1
berparade,1
berpembawaan,1
berprasangka,1
berproses,1
bersangkut,1
bersedia,1
bersesal,1
bersiap,1
bersikukuh,1
bersiteguh,1
bertekan,1
bertingkat,1
bertukar akal,1
biar,1
biarkan,1
bijaksana,1
bilas,1
bisu,1
bom,1
bopong,1
buat,1
bungkam,1
buntut,1
buru,1
buru-buru,1
buruan,1
cegak,1
cemplung,1
cengang,1
cengkeram,1
cengkeraman,1
check,1
cium telapak kaki,1
ciyeee,1
copot,1
cuek,1
curiga,1
daftar,1
damping,1
dangkal,1
darat,1
darurat,1
dede,1
degub,1
dekat,1
deket,1
deres,1
desak,1
detailnya,1
diajak,1
dialog,1
diam,1
dicuekin,1
dimiliki,1
dimulai,1
diproses,1
disarankan,1
doang,1
dua,1
dunia,1
dzuhur,1
eaa,1
engah,1
entitas,1
erang,1
esok,1
firasat,1
follback,1
fulanah,1
ganjar balas,1
ganjaran balasan,1
ganyang,1
gejolak,1
gelagat,1
gelegak,1
geleser,1
gelesot,1
gelincir,1
gema,1
gending,1
gentar,1
gerak gerik,1
gerak laku,1
gerimis,1
gesek,1
geser,1
getar,1
getaran,1
globe,1
gontai,1
goreng,1
gores,1
gugur,1
guna,1
gurih,1
gusar,1
guys,1
habituasi,1
hajat,1
halo,1
hastag,1
hay,1
heboh,1
helloo,1
hendak,1
hendaknya,1
hi,1
hiii,1
himpit,1
hiruk,1
hitung,1
hostel,1
hotel,1
hubung,1
hujan,1
hujan gerimis,1
hy,1
iflix,1
ikat,1
imam,1
imbal,1
imbalan,1
imbuh,1
imla,1
inklusif,1
insiden,1
inteligen,1
invite,1
iritasi,1
jadi,1
jaga-jaga,1
jamiah,1
jatuh,1
jeblos,1
jejal,1
jelas,1
jenak,1
jernih (suasana),1
jernih suasana,1
join,1
joli,1
jomblo,1
jual,1
jualan,1
jungkal,1
kabung,1
kait,1
kaitan,1
kalap,1
kantong,1
kasad,1
kawal,1
keduniaan,1
kehebohan,1
kejelasan,1
kekeliruan,1
keki,1
kelawasan,1
keliru,1
kenek,1
kentara,1
kenyam,1
keras hati,1
keroyok,1
kerubung,1
kesediaan,1
ketemu,1
ketiadaan,1
khawatir,1
kliyengan,1
koleksi,1
kooperasi,1
koordinasi,1
koordinasikan,1
krim,1
kucil,1
kuliah,1
kumbang,1
kuntit,1
kuy,1
lakon,1
lambat,1
lanjur,1
lanjutkan,1
larut,1
laun,1
lawan,1
lawas,1
lebih,1
lelang,1
leleh,1
limpah,1
lompong,1
lorot,1
lumayan,1
luntur,1
lupa,1
lupain,1
lupakan,1
mahal,1
makan,1
marilah,1
melakoni,1
melarutkan,1
melorot,1
memantai,1
memarkir,1
membahas,1
membisu,1
membuat,1
memejahijaukan,1
memindahkan,1
meminta,1
memperhitungkan,1
mempersiapkan,1
mempertentangkan,1
mencium telapak kaki,1
mencurigai,1
mendarat,1
menelungkup,1
mengaibkan,1
mengamuk,1
mengangsur,1
mengantongi,1
mengartikan,1
mengembang,1
mengenal,1
mengenyam,1
mengeroyok,1
mengerubungi,1
mengganyang,1
menggelesot,1
menggelincir,1
menggores,1
menghajatkan,1
menghubungi,1
mengimbangi,1
mengimla,1
menginterprestasikan,1
mengontak,1
mengucil,1
menguntiti,1
menjadi-jadi,1
menjejali,1
menongkrong,1
menorehkan,1
menukar,1
menumpang tinggal,1
menutup mulut,1
menyaksikan,1
menyembul,1
menyembur,1
menyeni,1
menyesal,1
menyiapkan,1
menyidangkan,1
menyikap,1
menyinkronkan,1
menyuap,1
menyusutkan,1
merah telinga,1
merapal,1
merapat,1
merasai,1
merata,1
meredam,1
merenangi,1
merinai,1
milik,1
mirip,1
mobil,1
moga,1
moga-moga,1
motel,1
mudah-mudahan,1
mudahan,1
mulai,1
muncul,1
music,1
naik,1
naikkan,1
natal,1
natural,1
nestapa,1
ngajak,1
ngelupain,1
ngerasain,1
ngerti,1
nggak,1
ngobrol,1
normal,1
nunggu,1
nungguin,1
obsesi,1
omong kosong,1
only,1
operasi,1
pagi,1
pamrih,1
pancaroba,1
pancur,1
pandang,1
pangeran,1
pantai,1
pantar,1
pantas,1
pantes,1
parade,1
paripurna,1
parkir,1
pasif,1
pelajar,1
pembahasan,1
pemikiran,1
penanganan,1
pendek,1
pengangkut,1
penggentaran,1
pengguna,1
penggunaan,1
pengirim,1
penimbunan,1
penumpukan,1
penyeragaman,1
perak,1
perebutan,1
pergi,1
perlawanan,1
personalitas,1
pertahanin,1
pertahankan,1
pertukaran,1
pikir,1
pindah,1
prasangka,1
proses,1
provokasi,1
pukul,1
puterin,1
raba,1
rajah,1
rapal,1
rapat,1
rasai,1
rasio,1
rata,1
ready,1
rebut,1
redam,1
reka,1
rektifikasi,1
religi,1
renang,1
rengkuh,1
rengkuhan,1
rinai,1
rontok,1
rusuh,1
rusuhan,1
sahut,1
sahutan,1
saksi,1
salambersama,1
sangsi,1
sarannya,1
satir,1
say,1
sayangnya,1
searah,1
sebat,1
sebenernya,1
sejenak,1
selengkapnya,1
sembul,1
sembur,1
seni,1
senjang,1
sensitif,1
sentuh,1
senyap,1
sepantar,1
sepuh,1
seragam,1
sesal,1
sesalan,1
setir,1
sewot,1
siap,1
siapa,1
sidang,1
sila,1
silakan,1
silang selisih,1
singgung,1
sinkron,1
sirap hati,1
sirna,1
size,1
slow,1
smartphone,1
smga,1
smpai,1
solat,1
stagnan,1
statistik,1
streng,1
suap,1
suasana (hati),1
suasana hati,1
substansi,1
substansial,1
sunyi,1
susut,1
tablig,1
tahan,1
tahan lama,1
takut,1
taman,1
tampak,1
tampil,1
tampilan,1
tandang,1
tangan,1
tari,1
tatap,1
team,1
tebal telinga,1
teh,1
tekan,1
telungkup,1
temennya,1
tempo,1
tenggang,1
tentang,1
terbakar,1
terbanting,1
tercemplung,1
tercengang,1
terdaftar,1
terdamping,1
terdekat,1
tergelincir,1
terjeblos,1
terjun,1
terjungkal,1
terlanjur,1
terlewat,1
termakan,1
terpana,1
terperengah,1
terpukul,1
tewas,1
tiada,1
timbun,1
tinggal,1
tingkah laku,1
tingkat,1
tongkrong,1
toreh,1
trima,1
tuah,1
tukar,1
tukar akal,1
tumandang,1
tumbang,1
tumpang tinggal,1
tumpu,1
tunduk,1
tunggu,1
turun,1
turunan,1
tutup mulut,1
uji,1
ujian,1
umum,1
undangan,1
upah,1
upaya,1
usaha,1
usik,1
usikan,1
varian,1
verbal,1
vote,1
wafat,1
yaaaa,1
yaudah,1
yoga,1
absorpsi,-1
adek,-1
air,-1
aku,-1
akunya,-1
alam,-1
alir udara,-1
aliran udara,-1
anda,-1
andal,-1
angkot,-1
anjis,-1
antisipasi,-1
anugerah,-1
asih,-1
ati,-1
atuh,-1
babar,-1
baca,-1
bahagia,-1
baik,-1
baik-baik,-1
bakat,-1
bandung,-1
begini,-1
belaka,-1
beliin,-1
belikan,-1
beling,-1
belom,-1
bener,-1
berair,-1
berbahagia,-1
berbakat,-1
bermutu,-1
bernyali besar,-1
berpengalaman,-1
bersatu,-1
bersemangat,-1
bersungguh-sungguh,-1
better,-1
bom,-1
borong,-1
bulan,-1
bunyi,-1
cair,-1
cakep,-1
cemerlang,-1
ceria,-1
cetus,-1
cetusan,-1
cinta kasih,-1
cintrong,-1
coba,-1
comel,-1
coret,-1
coretan,-1
cucok,-1
curat,-1
cute,-1
dahulu,-1
darah,-1
dibeliin,-1
dipanggil,-1
diri,-1
dirimu,-1
doang,-1
dongeng,-1
duga,-1
elegan,-1
emg,-1
energik,-1
estetis,-1
ex,-1
excited,-1
faedah,-1
faedahnya,-1
filantropi,-1
gagah,-1
gatau,-1
gemar,-1
gergaji,-1
giwang,-1
golek,-1
griya,-1
gugah,-1
harmonis,-1
hendak,-1
hendaknya,-1
hidu,-1
imut,-1
imut-imut,-1
inkarnasi,-1
isu,-1
isukan,-1
jalan bebas hambat,-1
jalan bebas hambatan,-1
jatah,-1
jatohnya,-1
jujur,-1
kagum,-1
kalau,-1
kampit,-1
kasih,-1
kasih sayang,-1
kata,-1
katanya,-1
kebaca,-1
keberuntungan,-1
kecemerlangan,-1
keceriaan,-1
kekaguman,-1
keliatan,-1
kemungkinan,-1
kerat,-1
kesima,-1
kesucian,-1
ketaatan,-1
kiranya,-1
kot,-1
kota,-1
kronologi,-1
langkah baik,-1
lapang hati,-1
lesit,-1
liat,-1
lurus hati,-1
luyu,-1
mafhum,-1
mahir,-1
makan,-1
maksud,-1
maksudnya,-1
malam,-1
malem,-1
man,-1
manjur,-1
mari,-1
marilah,-1
master,-1
mau,-1
maunya,-1
melesit,-1
memahirkan,-1
membabar,-1
membandungi,-1
membunyikan,-1
memeluk,-1
memesonakan,-1
memprediksi,-1
memudahkan,-1
memukau,-1
menakjubi,-1
menakjubkan,-1
menaksir,-1
menarik hati,-1
mencair,-1
mencinta,-1
mencurat,-1
mendahului,-1
menduga,-1
menembok,-1
menenangkan,-1
menerka,-1
mengantisipasi,-1
menghidu,-1
menghisap,-1
menugaskan,-1
menunggangkan,-1
menyuarakan,-1
menyukai,-1
meringankan,-1
mesiu,-1
mudah,-1
mujarab,-1
mulu,-1
mulut,-1
mungkin,-1
mutu,-1
nanya,-1
necis,-1
neng,-1
ngerti,-1
nyamuk,-1
opp,-1
pahala,-1
pakar,-1
panggil,-1
peduli,-1
peles,-1
pemuda,-1
pemudaan,-1
pendahuluan,-1
percaya diri,-1
perfek,-1
pesona,-1
pgen,-1
pinter,-1
politik,-1
prediksi,-1
profit,-1
pukau,-1
pulas,-1
revolusioner,-1
ringan,-1
ringan tangan,-1
rupawan,-1
sadar,-1
salah benang,-1
satria,-1
satu,-1
sayid,-1
seandainya,-1
sebenernya,-1
sehat,-1
sekali,-1
semangat,-1
semangatin,-1
seneng,-1
senengnya,-1
sentuh asa,-1
senyum,-1
seperti,-1
sin,-1
soal,-1
soalnya,-1
sohor,-1
suara,-1
subang,-1
suci,-1
suka cita,-1
sungguh,-1
suri,-1
taat,-1
tajam mata,-1
tak segan,-1
takjub,-1
taksir,-1
tarik hati,-1
tayib,-1
tayibah,-1
tembok,-1
tenang,-1
terka,-1
terkesima,-1
termakan,-1
terpesona,-1
terpukau,-1
tersentuh (perasaan),-1
tersohor,-1
tetap hati,-1
timang,-1
titip api,-1
tkde,-1
tresna,-1
tugas,-1
tulus hati,-1
tunggang,-1
untung,-1
xx,-1
zuhud,-1
abaikan,-2
abg,-2
abis,-2
absurd,-2
abu,-2
abu-abu,-2
afeksi,-2
air liur,-2
akas,-2
alangkah,-2
alat vital,-2
album,-2
albumnya,-2
amatin,-2
ampas (kopi),-2
ampas kopi,-2
ampuni,-2
anak bawang,-2
anjur,-2
anjuran,-2
anti,-2
apalah,-2
api,-2
artistik,-2
asa,-2
asam,-2
asuh,-2
atraktif,-2
atut,-2
aurat,-2
awal,-2
bagaimana pun,-2
bain,-2
balesnya,-2
bangett,-2
bastar,-2
batu,-2
beber,-2
beda,-2
bedegap,-2
begah,-2
begitu saja,-2
belain,-2
belia,-2
benguk,-2
berasa,-2
berat pinggul,-2
bercengkerama,-2
berdesir,-2
bergas,-2
bergelora,-2
berhati-hati,-2
berhenti (tugas),-2
beri,-2
beri (uang),-2
beri uang,-2
beristirahat,-2
berkalang tanah,-2
berkelok-kelok,-2
berkemas-kemas,-2
berkerak,-2
berkerut,-2
berkobar-kobar,-2
berlama-lama,-2
berlutut,-2
bermain-main,-2
bermohon,-2
bernyali,-2
berpasrah,-2
berpengaruh,-2
berputih tulang,-2
bersanggama,-2
bersengaja,-2
bertanduk,-2
berteduh,-2
bertolak,-2
bertunas,-2
bertuntun,-2
berubah akal,-2
berumur,-2
besar,-2
besar lengan,-2
besit,-2
betina,-2
beton,-2
beud,-2
bias,-2
bidik,-2
bisain,-2
bisik,-2
bisikan,-2
bongkah,-2
bongsor,-2
boro,-2
bot,-2
buah bibir,-2
buntet,-2
cabe,-2
cacing hati,-2
cacing tambang,-2
campur aduk,-2
cariin,-2
cedayam,-2
cegah,-2
cekau,-2
cemeti dewa,-2
cenderung,-2
cengkerama,-2
cerita khayal,-2
classy,-2
close,-2
comeback,-2
cuti,-2
dalem,-2
dapat,-2
daya muat,-2
daya pikir,-2
daya serap,-2
daya tampung,-2
dedengkot,-2
dekap,-2
denyut,-2
desir,-2
digituin,-2
dikangenin,-2
dimakan,-2
dingin,-2
disuruh,-2
dominan,-2
duet,-2
duluan,-2
dunia,-2
ecer,-2
eksplisit,-2
elu,-2
elusif,-2
emmm,-2
enteng,-2
erti,-2
esok,-2
fiksi,-2
final,-2
fokus,-2
fresh,-2
gaakan,-2
gabole,-2
gaco,-2
gacoan,-2
gairah,-2
gajih,-2
gbs,-2
gebetan,-2
gede,-2
gelagap,-2
gelebah,-2
geledek,-2
geli,-2
gelibat,-2
gelo,-2
gelora,-2
gemes,-2
gempal,-2
gempar,-2
genang,-2
genangan,-2
gendeng,-2
gentas,-2
gerhana,-2
gigit,-2
giniin,-2
gobar hati,-2
gone,-2
goreng,-2
gubris,-2
gubrisan,-2
gubuk,-2
guncangan,-2
gundik,-2
guram,-2
habitat,-2
hati,-2
hatiku,-2
hayat,-2
henti tugas,-2
heula,-2
hiatus,-2
huhuhu,-2
hujan,-2
idam,-2
image,-2
indah,-2
indikasi,-2
ingetin,-2
inklusif,-2
interaksi,-2
istirahat,-2
itu,-2
itunya,-2
iyain,-2
iyak,-2
iyasih,-2
jadi,-2
jaman,-2
jelus,-2
jenguk,-2
junjung,-2
junjungan,-2
kabeh,-2
kabur,-2
kabut,-2
kalang tanah,-2
kalem,-2
kapah,-2
karin,-2
kawaei,-2
kawal,-2
